fileName,tamanhoPop,taxaMut,tipoCrossover,tipoMutacao,manutencaoDiversidade, solucao
instances/qbf020,1,0.01,4,2,false,125.0
instances/qbf040,1,0.01,4,2,false,366.0
instances/qbf060,1,0.01,4,2,false,503.0
instances/qbf080,1,0.01,4,2,false,851.0
instances/qbf100,1,0.01,4,2,false,1238.0
instances/qbf200,1,0.01,4,2,false,4617.0
instances/qbf400,1,0.01,4,2,false,7638.0
