fileName,tamanhoPop,taxaMut,tipoCrossover,tipoMutacao,manutencaoDiversidade, solucao
instances/qbf020,1,0.01,4,1,false,125.0
instances/qbf040,1,0.01,4,1,false,300.0
instances/qbf060,1,0.01,4,1,false,495.0
instances/qbf080,1,0.01,4,1,false,851.0
instances/qbf100,1,0.01,4,1,false,1153.0
instances/qbf200,1,0.01,4,1,false,4432.0
instances/qbf400,1,0.01,4,1,false,5489.0
